seed,test_day,day_from,day_to,anchor_day,train_acc,within_day_acc,acc_raw,acc_polar,pca_dim,corr_raw_mean,corr_raw_median,corr_raw_max,corr_polar_mean,corr_polar_median,corr_polar_max,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,notes
46,32,22,31,31,0.6915,0.8488,0.4725,0.2250,64,0.069107,0.032015,0.663740,0.241245,0.218564,0.677729,0.796731,0.707909,0.567195,0.484043,0.448065,0.439747,0.411895,0.398511,0.390570,0.379059,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,33,23,32,32,0.7141,0.8163,0.3133,0.1550,64,0.053396,0.023339,0.609596,0.226459,0.205392,0.685509,0.773104,0.688021,0.517063,0.463031,0.438947,0.418805,0.410160,0.408992,0.388324,0.380758,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,34,23,32,32,0.7141,0.9350,0.3025,0.1562,64,0.051280,0.017257,0.649918,0.233298,0.210305,0.719637,0.804717,0.707794,0.572089,0.507164,0.434830,0.425357,0.410140,0.398934,0.389775,0.377568,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,35,23,32,32,0.7141,0.9125,0.3125,0.2662,64,0.047837,0.021085,0.593400,0.227207,0.209412,0.673357,0.781812,0.672118,0.549135,0.473275,0.414476,0.400019,0.394853,0.393355,0.370442,0.361435,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,36,24,35,35,0.6361,0.8175,0.5238,0.4363,64,0.057877,0.027793,0.611273,0.223106,0.205114,0.669750,0.765916,0.662995,0.565628,0.479879,0.443939,0.423976,0.404936,0.396124,0.389813,0.372190,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,37,24,35,35,0.6361,0.9387,0.4625,0.2250,64,0.056419,0.025608,0.623894,0.217093,0.190072,0.686484,0.813765,0.686858,0.629954,0.472688,0.467132,0.434337,0.418398,0.401592,0.387714,0.377071,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,40,28,38,38,0.7139,0.7887,0.2025,0.1487,64,0.043714,0.019905,0.530258,0.209920,0.199915,0.652668,0.777987,0.665095,0.516632,0.462423,0.435462,0.424316,0.406985,0.397620,0.383332,0.379052,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,41,32,40,40,0.6428,0.6950,0.2075,0.1250,64,0.044567,0.032164,0.273214,0.216373,0.201763,0.403801,0.666227,0.643365,0.459042,0.439955,0.425898,0.419422,0.405020,0.390451,0.382447,0.375112,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,42,32,40,40,0.6428,0.5950,0.1610,0.1176,64,0.020043,0.013231,0.210967,0.138995,0.128847,0.363413,0.597679,0.547289,0.445497,0.430570,0.418297,0.404724,0.392005,0.380995,0.371677,0.361080,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,43,32,40,40,0.6428,0.4913,0.1725,0.1300,64,0.028467,0.030282,0.241853,0.149626,0.149531,0.303782,0.585850,0.543191,0.452026,0.423800,0.414634,0.408226,0.400701,0.392506,0.375721,0.368995,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,44,33,43,43,0.5924,0.7475,0.3050,0.1300,64,0.030954,0.026258,0.232730,0.172025,0.173807,0.338706,0.585639,0.490662,0.459553,0.423719,0.406431,0.400293,0.392357,0.390560,0.381619,0.369358,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,45,33,43,43,0.5924,0.9175,0.3100,0.1525,64,0.028867,0.031481,0.180145,0.183532,0.180890,0.293726,0.591106,0.502738,0.477447,0.440292,0.424925,0.416047,0.408463,0.391807,0.387868,0.378555,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,46,36,45,45,0.5555,0.7338,0.2300,0.1425,64,0.031950,0.022316,0.339895,0.196320,0.182872,0.433795,0.690807,0.579981,0.473272,0.450598,0.441522,0.425151,0.407908,0.389272,0.372966,0.367846,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,47,39,46,46,0.5692,0.8137,0.3350,0.1750,64,0.028418,0.022392,0.260514,0.194605,0.190065,0.338846,0.608274,0.503704,0.467697,0.441069,0.434689,0.409595,0.394287,0.393371,0.387686,0.368405,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,48,39,46,46,0.5692,0.8187,0.4833,0.1933,64,0.024643,0.011166,0.326972,0.187740,0.182614,0.420144,0.600030,0.482046,0.467733,0.431413,0.408662,0.406061,0.396595,0.386306,0.372878,0.369180,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,49,39,46,46,0.5692,0.8125,0.3817,0.1433,64,0.038182,0.022199,0.294654,0.192652,0.180020,0.450960,0.654416,0.579153,0.463848,0.448258,0.434436,0.409840,0.400975,0.387711,0.385985,0.369137,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,50,41,49,49,0.5853,0.7950,0.3517,0.2833,64,0.049613,0.033872,0.367811,0.215862,0.204189,0.446418,0.745812,0.605883,0.523576,0.429254,0.419966,0.407245,0.399863,0.396414,0.386968,0.376290,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,51,41,49,49,0.5853,0.8650,0.1250,0.1250,64,0.061892,0.048081,0.380406,0.209026,0.191780,0.486362,0.755658,0.708431,0.522101,0.477555,0.438385,0.426087,0.412837,0.401280,0.382672,0.378385,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,52,41,49,49,0.5853,0.8675,0.1987,0.1388,64,0.058078,0.039960,0.377758,0.224577,0.212699,0.442043,0.726668,0.682556,0.531000,0.489648,0.464338,0.413806,0.412934,0.410306,0.400116,0.387175,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,53,41,49,49,0.5853,0.7550,0.2763,0.1237,64,0.033445,0.022467,0.313284,0.183841,0.177971,0.470692,0.657245,0.601588,0.478972,0.431648,0.419565,0.405700,0.386743,0.383443,0.373369,0.365257,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,54,44,53,53,0.5830,0.7963,0.2163,0.2550,64,0.046730,0.032667,0.264767,0.200127,0.189755,0.324779,0.689345,0.611664,0.462751,0.457580,0.422877,0.413586,0.401687,0.384134,0.371812,0.367051,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,55,44,53,53,0.5830,0.6275,0.2600,0.1367,64,0.033753,0.022795,0.295760,0.204978,0.201314,0.424478,0.708318,0.596588,0.477742,0.433438,0.432722,0.409988,0.391019,0.388760,0.382022,0.377366,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,56,44,53,53,0.5830,0.7225,0.2634,0.1494,64,0.030164,0.014153,0.279336,0.199353,0.188666,0.422911,0.693421,0.579621,0.464841,0.430092,0.420118,0.398985,0.384699,0.376052,0.371236,0.363951,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,57,46,56,56,0.5660,0.8375,0.5050,0.1950,64,0.046034,0.029341,0.407926,0.214550,0.204840,0.466168,0.704609,0.626376,0.500271,0.465394,0.418347,0.412292,0.404171,0.392129,0.389793,0.381846,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,58,46,56,56,0.5660,0.3200,0.2670,0.1335,64,0.036423,0.024387,0.276851,0.200552,0.188870,0.435194,0.651883,0.572597,0.443080,0.433301,0.424281,0.408480,0.395696,0.390951,0.375807,0.359256,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,59,46,56,56,0.5660,0.8337,0.3225,0.1275,64,0.041966,0.021007,0.378736,0.211539,0.195584,0.434501,0.710107,0.613311,0.454571,0.440944,0.416358,0.406919,0.400208,0.393325,0.380939,0.370052,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,60,46,56,56,0.5660,0.7350,0.4800,0.2017,64,0.031185,0.013427,0.244770,0.198411,0.187910,0.380556,0.663831,0.571531,0.475452,0.457016,0.416639,0.411388,0.395281,0.383531,0.364437,0.355586,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,61,47,60,60,0.5540,0.8688,0.5200,0.1675,64,0.056531,0.046209,0.333286,0.196049,0.185986,0.470792,0.762225,0.626989,0.468826,0.453009,0.431072,0.415837,0.408283,0.385473,0.376111,0.363612,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,62,47,60,60,0.5540,0.9150,0.3520,0.1620,64,0.040629,0.027151,0.353894,0.194668,0.187788,0.470196,0.706377,0.594639,0.472969,0.467890,0.433201,0.416225,0.395339,0.393950,0.375941,0.367541,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,63,47,60,60,0.5540,0.6663,0.3481,0.1269,64,0.026904,0.013554,0.203911,0.184740,0.181149,0.366771,0.656369,0.546441,0.473052,0.468856,0.443294,0.439935,0.417360,0.400674,0.376927,0.371392,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,64,50,63,63,0.5215,0.5988,0.3650,0.1625,64,0.029060,0.018020,0.274042,0.180997,0.174506,0.329236,0.579032,0.528827,0.442512,0.421074,0.419259,0.405928,0.401812,0.384860,0.367180,0.363839,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,65,50,63,63,0.5215,0.4975,0.2860,0.1370,64,0.025722,0.017881,0.227328,0.162233,0.152642,0.359232,0.573737,0.473491,0.419154,0.413147,0.411413,0.397015,0.378159,0.370536,0.364002,0.356907,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,66,54,65,65,0.5556,0.4988,0.1736,0.1252,64,0.015486,0.013538,0.102261,0.175693,0.173969,0.283736,0.474634,0.441266,0.434854,0.428695,0.409530,0.402384,0.387750,0.378504,0.371714,0.369389,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,67,54,65,65,0.5556,0.8888,0.5117,0.2750,64,0.033156,0.023769,0.341489,0.189790,0.180675,0.397323,0.562750,0.496818,0.441491,0.428692,0.414699,0.410933,0.397199,0.378233,0.367578,0.360484,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,68,54,65,65,0.5556,0.8562,0.6175,0.1600,64,0.015393,0.013329,0.157532,0.174478,0.170355,0.265035,0.446644,0.429781,0.403303,0.389022,0.380868,0.376125,0.368145,0.363789,0.355657,0.348907,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,69,54,65,65,0.5556,0.6200,0.4275,0.1925,64,0.021768,0.012448,0.203908,0.157886,0.154245,0.265964,0.470661,0.437721,0.427246,0.425183,0.407610,0.392727,0.380998,0.377878,0.372129,0.354876,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,70,54,65,65,0.5556,0.7750,0.5033,0.1933,64,0.018627,0.006059,0.191705,0.194510,0.197094,0.365885,0.552414,0.477137,0.461298,0.444831,0.433816,0.424838,0.407338,0.390367,0.374964,0.372708,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,71,57,70,70,0.5647,0.7900,0.5925,0.1500,64,0.048339,0.026015,0.452027,0.221729,0.210298,0.543995,0.792997,0.596405,0.476933,0.462497,0.432604,0.417630,0.412206,0.394997,0.382864,0.376055,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,72,57,70,70,0.5647,0.9337,0.6587,0.2575,64,0.056856,0.042591,0.410619,0.217137,0.200669,0.511328,0.735182,0.592315,0.487823,0.479143,0.433743,0.417393,0.411184,0.394223,0.383069,0.381533,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,73,61,72,72,0.5810,0.5350,0.4450,0.1950,64,0.039790,0.016346,0.385619,0.195061,0.182059,0.496434,0.671301,0.596402,0.474766,0.441675,0.432268,0.412146,0.408048,0.388534,0.369901,0.363473,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,74,61,72,72,0.5810,0.6175,0.4853,0.1341,64,0.042248,0.028983,0.388938,0.196400,0.182398,0.473706,0.709852,0.579285,0.470739,0.427029,0.409929,0.405636,0.391669,0.383389,0.364545,0.359388,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,75,61,72,72,0.5810,0.4125,0.2171,0.1964,64,0.029487,0.016944,0.317919,0.194336,0.186514,0.413738,0.581305,0.492289,0.449338,0.438131,0.413664,0.405385,0.390034,0.388287,0.370359,0.366951,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,76,64,75,75,0.5364,0.8425,0.4233,0.1183,64,0.025340,0.022487,0.232171,0.183628,0.177490,0.358469,0.546940,0.466600,0.437665,0.409298,0.394425,0.393407,0.385277,0.374460,0.358999,0.350099,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,77,64,75,75,0.5364,0.4800,0.3164,0.1119,64,0.017173,0.011599,0.130249,0.163063,0.169650,0.263155,0.474931,0.462870,0.447938,0.424466,0.418808,0.402065,0.395865,0.394309,0.380792,0.379335,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,78,66,77,77,0.5550,0.8588,0.4767,0.1683,64,0.022315,0.005349,0.273398,0.189432,0.182027,0.349348,0.540068,0.513468,0.460634,0.432839,0.410662,0.401378,0.397628,0.388778,0.371682,0.363604,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,79,66,77,77,0.5550,0.8125,0.5500,0.1637,64,0.029028,0.020245,0.231007,0.183463,0.184003,0.299281,0.534155,0.489966,0.452853,0.426991,0.412814,0.394714,0.389297,0.387554,0.376536,0.366994,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,80,66,77,77,0.5550,0.8425,0.5567,0.2483,64,0.029834,0.017911,0.291372,0.193259,0.185957,0.346802,0.525505,0.509389,0.451269,0.436539,0.427038,0.410307,0.406969,0.398247,0.377044,0.372234,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,81,66,77,77,0.5550,0.6162,0.4368,0.1790,64,0.024409,0.018631,0.206116,0.196090,0.194180,0.295667,0.504255,0.467385,0.439692,0.430659,0.420903,0.406932,0.397366,0.386156,0.371270,0.360258,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,82,66,77,77,0.5550,0.7875,0.4821,0.1960,64,0.030226,0.021172,0.249782,0.186259,0.185608,0.327981,0.539124,0.465576,0.440175,0.436784,0.422283,0.409392,0.396357,0.380370,0.375599,0.364704,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,83,71,82,82,0.6036,0.8013,0.4650,0.1967,64,0.033049,0.018155,0.355741,0.204278,0.195636,0.461653,0.666007,0.549409,0.485834,0.458607,0.427219,0.415073,0.401643,0.384902,0.381546,0.371887,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,84,71,82,82,0.6036,0.7488,0.5610,0.2130,64,0.035119,0.014480,0.370053,0.204847,0.188392,0.474320,0.671377,0.560233,0.473477,0.445292,0.423502,0.410478,0.392739,0.384943,0.371109,0.363004,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,85,71,82,82,0.6036,0.6937,0.5350,0.2250,64,0.036877,0.017137,0.357373,0.200498,0.184248,0.427919,0.703633,0.600905,0.469561,0.433254,0.420508,0.418230,0.402327,0.389893,0.382625,0.376121,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,86,71,82,82,0.6036,0.8725,0.7180,0.2130,64,0.035969,0.017544,0.341635,0.203805,0.192105,0.495228,0.687489,0.529039,0.454240,0.434069,0.418711,0.407360,0.400217,0.398156,0.372557,0.365986,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,87,73,86,86,0.6382,0.8313,0.5987,0.1625,64,0.037027,0.019951,0.377028,0.202106,0.189332,0.458458,0.665322,0.572051,0.432190,0.428508,0.426082,0.409409,0.390320,0.384168,0.375699,0.364967,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,88,73,86,86,0.6382,0.7063,0.5925,0.2325,64,0.040641,0.023138,0.266918,0.197699,0.188707,0.416492,0.614023,0.537089,0.448816,0.432995,0.424394,0.403220,0.397220,0.392516,0.373466,0.367846,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,89,76,88,88,0.6653,0.3887,0.1328,0.1303,64,0.019374,0.009401,0.184103,0.188756,0.178990,0.315074,0.549743,0.462763,0.432835,0.431456,0.407984,0.402180,0.396187,0.372762,0.370964,0.364558,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,90,76,88,88,0.6653,0.3625,0.1385,0.1285,64,0.006755,-0.001481,0.268464,0.151919,0.148162,0.366062,0.611605,0.500573,0.444427,0.422639,0.417951,0.399607,0.397171,0.387574,0.376102,0.372555,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,91,76,88,88,0.6653,0.6350,0.1350,0.1250,64,0.019058,0.010435,0.253575,0.135985,0.129993,0.346397,0.630147,0.502850,0.450600,0.436757,0.420707,0.406535,0.384761,0.383837,0.380718,0.365200,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,92,76,88,88,0.6653,0.7625,0.2750,0.1375,64,0.030400,0.028078,0.257249,0.197773,0.185076,0.434061,0.657103,0.575115,0.451710,0.434961,0.411718,0.403902,0.382924,0.371680,0.367353,0.365315,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,93,78,92,92,0.5526,0.8413,0.2400,0.1383,64,0.032818,0.025763,0.282009,0.198122,0.183891,0.432342,0.612336,0.559487,0.451254,0.437239,0.416111,0.410360,0.404296,0.385907,0.383946,0.359850,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,94,78,92,92,0.5526,0.8050,0.3850,0.1333,64,0.038861,0.030528,0.294096,0.197049,0.185105,0.395723,0.602535,0.586006,0.475941,0.420969,0.406720,0.398183,0.390875,0.384339,0.379572,0.363568,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,95,78,92,92,0.5526,0.7875,0.3900,0.2325,64,0.041021,0.025778,0.334845,0.210306,0.199612,0.428093,0.670491,0.597779,0.464795,0.427990,0.419050,0.403346,0.396212,0.388469,0.375695,0.372566,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,96,78,92,92,0.5526,0.8588,0.3088,0.2350,64,0.027270,0.018863,0.245241,0.184258,0.181755,0.334409,0.564300,0.510718,0.445433,0.436007,0.411061,0.398133,0.380986,0.376419,0.364537,0.356847,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,97,78,92,92,0.5526,0.7362,0.3017,0.1900,64,0.033758,0.022933,0.291519,0.183546,0.175853,0.332125,0.574877,0.525754,0.432479,0.426296,0.417556,0.385556,0.376536,0.370430,0.365554,0.352094,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,98,83,97,97,0.5402,0.7688,0.3867,0.1750,64,0.033573,0.026279,0.286660,0.201377,0.187618,0.390760,0.649630,0.608564,0.478364,0.443535,0.426814,0.404890,0.387843,0.383027,0.379400,0.370633,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,99,83,97,97,0.5402,0.3412,0.2846,0.1385,64,0.024492,0.023401,0.187843,0.179073,0.178815,0.275127,0.497105,0.459759,0.434187,0.420737,0.398621,0.392602,0.382079,0.371839,0.367797,0.362788,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,100,83,97,97,0.5402,0.3325,0.3552,0.1763,64,0.024696,0.015901,0.221238,0.194109,0.189493,0.347926,0.594183,0.500807,0.455030,0.429647,0.404903,0.402265,0.393939,0.382040,0.369308,0.365241,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,101,87,100,100,0.5242,0.7175,0.3850,0.1950,64,0.024467,0.019881,0.238895,0.190163,0.187482,0.353111,0.604401,0.489049,0.433994,0.426770,0.393445,0.386484,0.380704,0.374084,0.352322,0.345693,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,102,87,100,100,0.5242,0.7113,0.4225,0.1725,64,0.013977,0.010368,0.155255,0.174740,0.170513,0.290993,0.536583,0.512504,0.433076,0.418218,0.413527,0.395395,0.373906,0.365713,0.364437,0.355099,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,103,87,100,100,0.5242,0.7850,0.5575,0.1475,64,0.024863,0.012764,0.266327,0.194541,0.186046,0.378830,0.598381,0.554235,0.445470,0.428693,0.414408,0.399452,0.397500,0.390966,0.367851,0.362889,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,104,89,103,103,0.5305,0.3337,0.3008,0.1479,64,0.018780,0.011784,0.275806,0.184833,0.177496,0.383018,0.574099,0.505302,0.439171,0.418727,0.399542,0.395347,0.388077,0.375829,0.370243,0.365176,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,105,89,103,103,0.5305,0.7300,0.5550,0.2062,64,0.034294,0.021061,0.295210,0.196804,0.186403,0.417760,0.645642,0.546727,0.462481,0.433474,0.428218,0.408084,0.402248,0.378568,0.371828,0.362018,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,106,89,103,103,0.5305,0.7137,0.4300,0.1775,64,0.029421,0.016905,0.290711,0.198270,0.187537,0.428229,0.636878,0.523668,0.446269,0.428211,0.416240,0.399939,0.392487,0.389911,0.387281,0.362932,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,107,93,106,106,0.5864,0.7438,0.3867,0.2117,64,0.033861,0.019062,0.414471,0.196049,0.186138,0.450956,0.606357,0.544450,0.444651,0.440117,0.430296,0.417187,0.405215,0.397900,0.385793,0.369418,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,108,93,106,106,0.5864,0.7163,0.4667,0.2167,64,0.026347,0.020170,0.394977,0.180818,0.171216,0.423869,0.608168,0.528352,0.455478,0.411582,0.406165,0.400350,0.388387,0.378159,0.366002,0.356297,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,109,93,106,106,0.5864,0.5850,0.4217,0.1967,64,0.024548,0.015926,0.352798,0.179478,0.170552,0.385131,0.609315,0.532730,0.453129,0.427430,0.416248,0.408077,0.391996,0.382629,0.374999,0.364420,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,110,93,106,106,0.5864,0.8050,0.5487,0.3037,64,0.040811,0.025622,0.433863,0.192711,0.179089,0.492129,0.649444,0.603226,0.452531,0.431104,0.424517,0.419393,0.387880,0.383406,0.370882,0.356737,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,111,98,110,110,0.5703,0.6538,0.5650,0.1217,64,0.031593,0.018768,0.332725,0.197467,0.187211,0.402559,0.579847,0.534205,0.438040,0.420061,0.410481,0.399138,0.379140,0.372004,0.366811,0.359551,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,112,98,110,110,0.5703,0.6975,0.5325,0.2262,64,0.040943,0.026542,0.503836,0.204389,0.185069,0.538121,0.683709,0.653762,0.463747,0.439623,0.437524,0.414715,0.398200,0.394015,0.384719,0.366866,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,113,98,110,110,0.5703,0.8187,0.5775,0.3025,64,0.039569,0.025954,0.421763,0.193879,0.185719,0.468935,0.656792,0.585182,0.461380,0.417277,0.414047,0.400927,0.389785,0.382841,0.375358,0.368458,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,114,98,110,110,0.5703,0.7712,0.6150,0.2612,64,0.041303,0.028323,0.446036,0.201712,0.188125,0.531243,0.681123,0.575652,0.495869,0.444732,0.419386,0.405149,0.395813,0.390166,0.379441,0.378043,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,115,101,114,114,0.6038,0.7400,0.6250,0.1233,64,0.036041,0.026076,0.454707,0.176693,0.163921,0.516014,0.653716,0.574294,0.446001,0.437116,0.426739,0.417064,0.403341,0.384146,0.375159,0.360071,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,116,101,114,114,0.6038,0.8337,0.5917,0.1683,64,0.024032,0.009740,0.379246,0.190358,0.182783,0.424255,0.615441,0.564725,0.465923,0.439847,0.407741,0.402772,0.402447,0.390397,0.372635,0.357929,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,117,101,114,114,0.6038,0.7550,0.5600,0.1950,64,0.030381,0.019765,0.451009,0.198606,0.185828,0.518416,0.646243,0.626396,0.446090,0.431169,0.413671,0.404028,0.400932,0.390578,0.381785,0.364804,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,118,101,114,114,0.6038,0.7200,0.4933,0.1500,64,0.031590,0.017392,0.437184,0.193775,0.182045,0.483831,0.653702,0.527517,0.440520,0.424960,0.419500,0.407795,0.385851,0.378032,0.373983,0.365301,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
46,119,104,118,118,0.6292,0.6438,0.5400,0.2233,64,0.039105,0.028120,0.396220,0.200697,0.195275,0.475830,0.602254,0.563736,0.452866,0.440991,0.413970,0.400179,0.393876,0.381879,0.376522,0.364422,TR-PCA64 + NB; Stratified CCA; K_cap=28; pool=mean; R_from_M→Polar (no shift)
